src_id,dst_type,dst_id,visible,visible_any_vertex,distance_m,eye_z,tgt_z
id18002,building,1,False,False,223.75518840720267,112.132,127.571
id18002,building,4,False,False,208.2513375813684,112.132,128.103
id18002,building,3,False,False,208.17192445617795,112.132,127.169
id18002,building,2,False,False,209.51125957243468,112.132,124.67
id18002,building,5,False,False,196.68282326168512,112.132,125.476
id18002,building,6,False,False,191.47181182387794,112.132,128.328
id18002,building,7,False,False,185.50425779180893,112.132,128.247
id18002,building,8,False,False,179.09838821581516,112.132,126.898
id18002,building,12,False,False,133.59604165506903,112.132,119.11
id18002,building,13,False,False,120.20744504569271,112.132,117.496
id18002,building,11,False,False,117.2118796907445,112.132,127.861
id18002,building,10,False,False,124.305935507313,112.132,127.55
id18002,building,9,False,False,124.00247043516389,112.132,128.941
id18002,building,15,False,False,113.11414313816711,112.132,123.164
id18002,building,17,False,False,94.25367609170469,112.132,124.625
id18002,building,21,False,False,78.27128326957192,112.132,124.612
id18002,building,24,False,True,71.31551867981,112.132,128.043
id18002,building,22,False,False,75.29351761120938,112.132,125.993
id18002,building,30,False,False,79.9565122470831,112.132,126.233
id18002,building,33,False,False,90.20299909241727,112.132,121.58
id18002,building,35,False,False,82.68056786787646,112.132,119.247
id18002,building,28,False,False,76.24645071386958,112.132,121.89
id18002,building,37,False,True,57.029698401166115,112.132,124.254
id18002,building,36,False,False,68.11965839893006,112.132,120.923
id18002,building,41,False,False,51.974857198641,112.132,122.384
id18002,building,40,False,True,42.96370033896809,112.132,120.157
id18002,building,49,False,False,78.4880739628894,112.132,117.956
id18002,building,50,False,False,101.42936117619837,112.132,114.042
id18002,building,51,False,False,96.58371612498125,112.132,111.456
id18002,building,52,False,False,97.61139313049638,112.132,114.037
id18002,building,55,False,False,89.48849176732229,112.132,109.679
id18002,building,47,False,False,65.78917917031104,112.132,113.213
id18002,building,48,False,False,74.3987289305805,112.132,112.604
id18002,building,169,False,False,50.22797326030094,112.132,117.492
id18002,building,19,False,True,72.63375641876073,112.132,123.046
id18002,building,20,False,False,67.22743656067553,112.132,122.349
id18002,building,43,False,True,51.293825393818025,112.132,118.841
id18002,building,45,False,True,35.1532200706384,112.132,121.907
id18002,building,44,False,True,34.64390947607767,112.132,118.638
id18002,building,46,False,True,29.486781291073182,112.132,122.63
id18002,building,207,False,False,111.68234434656887,112.132,109.672
id18002,building,205,False,False,91.64920326630973,112.132,109.893
id18002,building,203,False,False,79.90446504837158,112.132,108.209
id18002,building,208,False,False,74.2224441814345,112.132,112.648
id18002,building,210,False,False,70.25239008752655,112.132,111.6
id18002,building,212,False,False,54.93461766882085,112.132,112.264
id18002,building,209,False,False,54.69549147656564,112.132,110.454
id18002,building,211,False,False,81.54955671030048,112.132,110.477
id18002,building,215,False,False,66.56522403930012,112.132,111.747
id18002,building,216,False,False,71.86301012520597,112.132,109.772
id18002,building,217,False,False,79.17175108516061,112.132,109.449
id18002,building,218,False,False,65.60042233332648,112.132,111.265
